"","X","time_stamp","event","worker_id","file_name.x","session_id","microtask_id","question_type","question","answer","answer_index","confidence","difficulty","duration","explanation","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score.x","test_duration","feedback","quit_fileName","quit_reason","line","char_count","cyclomatic_complexity","length_Halstead","volume_Halstead","LOC","trimmed_LOC","s_char_count","s_cyclomatic_complexity","s_length_Halstead","s_volume_Halstead","s_LOC","s_trimmed_LOC","LineID","isBugCovering","type","faulty_lines","all_Lines","LOC_inspection","LOC_original","isAnswerCorrect","file_name.y","adjusted_score","qualification_score.y","testDuration_fastMembership","is_fast"
"1101",716,"Tue 2015 Jul 07 16:15:48.569","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT07_33","756Ig-5G2I-7-2-3","103","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'i' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,60418,"No; that is just the counter for the loop on the array elements.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",909,40,2,22,73.08241809,1,1,284,8,146,686.2641988,11,9,909,FALSE,"variable","910","909;910",2,2,TRUE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"1103",716,"Tue 2015 Jul 07 16:15:48.569","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT07_33","756Ig-5G2I-7-2-3","103","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'i' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,60418,"No; that is just the counter for the loop on the array elements.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",909,40,2,22,73.08241809,1,1,284,8,146,686.2641988,11,9,909,FALSE,"variable","910","909;910",2,2,TRUE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"1112",723,"Tue 2015 Jul 07 16:18:43.476","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT07_33","756Ig-5G2I-7-2-3","100","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'classes' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,3,174906,"The null pointer error comes when index 1 of array is accessed; as it is null. So my money is on line 910 being the actual issue as that is the only place array(1) can be accessed. However; as I am not an expert in Java classes; it is possible it could happen earlier; but I doubt it.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",908,45,1,17,51,1,1,284,8,146,686.2641988,11,9,908,FALSE,"variable","910","908;910;912",3,3,TRUE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"1114",723,"Tue 2015 Jul 07 16:18:43.476","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT07_33","756Ig-5G2I-7-2-3","100","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'classes' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,3,174906,"The null pointer error comes when index 1 of array is accessed; as it is null. So my money is on line 910 being the actual issue as that is the only place array(1) can be accessed. However; as I am not an expert in Java classes; it is possible it could happen earlier; but I doubt it.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",908,45,1,17,51,1,1,284,8,146,686.2641988,11,9,908,FALSE,"variable","910","908;910;912",3,3,TRUE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"1117",725,"Tue 2015 Jul 07 16:22:51.495","MICROTASK","8EI3i9I949:931ii-1c6G-5-95_3","HIT08_54","917IG-6C-5G-4-12","124","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 118 and 125 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,1,269594,"All checks leading up to the conditional clause in line 118 are fine. The condition in line 118 is false; so the else statement runs. The else statement checks to see if the character in position 5 is an underscore - it is an  S  so an exception is thrown; causing the failure message. ",1.44e+12,"Java","Other DBA with undergrad comp sci degree","Female","High_School;University",10,"USA",27,FALSE,TRUE,FALSE,TRUE,TRUE,3,219075,"Great hit!","","",118,258,8,154,686.7524693,8,6,957,27,513,2833.587283,33,25,118,FALSE,"conditional","","118;119;121;122;124",5,8,FALSE,"HIT04_7",0.880821906012702,4,0.478765193887135,FALSE
"1120",727,"Tue 2015 Jul 07 16:23:46.160","MICROTASK","8EI3i9I949:931ii-1c6G-5-95_3","HIT08_54","917IG-6C-5G-4-12","116","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'Locale'  at line  108 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,2,54665,"There is nothing wrong with returning a locale there; as long as that is the correct way to define a locale. ",1.44e+12,"Java","Other DBA with undergrad comp sci degree","Female","High_School;University",10,"USA",27,FALSE,TRUE,FALSE,TRUE,TRUE,3,219075,"Great hit!","","",108,27,2,16,37.15084952,1,1,957,27,513,2833.587283,33,25,108,FALSE,"method invocation","","108",1,1,TRUE,"HIT04_7",0.880821906012702,4,0.478765193887135,FALSE
"1123",729,"Tue 2015 Jul 07 16:24:21.605","MICROTASK","8EI3i9I949:931ii-1c6G-5-95_3","HIT08_54","917IG-6C-5G-4-12","108","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'length'  at line  98 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,35445,"That is a correct use of the function length for a string variable. ",1.44e+12,"Java","Other DBA with undergrad comp sci degree","Female","High_School;University",10,"USA",27,FALSE,TRUE,FALSE,TRUE,TRUE,3,219075,"Great hit!","","",98,23,1,13,33.60451251,1,1,957,27,513,2833.587283,33,25,98,FALSE,"method invocation","","98",1,1,TRUE,"HIT04_7",0.880821906012702,4,0.478765193887135,FALSE
"1127",732,"Tue 2015 Jul 07 16:25:22.437","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT05_35","89GE6I-7G22-6","76","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getClass'  at line  3288 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,3,326619,"I believe it is the casting at 3290 that is the issue as copyArrayGrow1 returns an object.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,FALSE,"method invocation","","3288",1,1,TRUE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"1129",732,"Tue 2015 Jul 07 16:25:22.437","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT05_35","89GE6I-7G22-6","76","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getClass'  at line  3288 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,3,326619,"I believe it is the casting at 3290 that is the issue as copyArrayGrow1 returns an object.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,FALSE,"method invocation","","3288",1,1,TRUE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"1131",734,"Tue 2015 Jul 07 16:25:52.434","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT05_35","89GE6I-7G22-6","73","IF_CONDITIONAL","Is there any issue with the conditional clause at line 3288 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,3,29997,"I believe it is the casting at 3290 that is the issue as copyArrayGrow1 returns an object.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,TRUE,"conditional","3288","3288",1,1,FALSE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"1133",734,"Tue 2015 Jul 07 16:25:52.434","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT05_35","89GE6I-7G22-6","73","IF_CONDITIONAL","Is there any issue with the conditional clause at line 3288 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,3,29997,"I believe it is the casting at 3290 that is the issue as copyArrayGrow1 returns an object.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,TRUE,"conditional","3288","3288",1,1,FALSE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"1134",735,"Tue 2015 Jul 07 16:26:38.520","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT05_35","89GE6I-7G22-6","70","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'array' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,4,46086,"Sort of. I believe it is the casting at 3290 that is the issue as copyArrayGrow1 returns an object.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",3287,49,1,18,54,1,1,310,2,126,630,6,5,3288,FALSE,"variable","","3288;3290",2,2,TRUE,"HIT02_24",0.678505656428569,4,0.622648560914223,TRUE
"1136",735,"Tue 2015 Jul 07 16:26:38.520","MICROTASK","27Ei-8i0A-3-59:15cG-7i7C996_3","HIT05_35","89GE6I-7G22-6","70","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'array' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,3,4,46086,"Sort of. I believe it is the casting at 3290 that is the issue as copyArrayGrow1 returns an object.",1.44e+12,"RPG; Visual Basic","Professional_Developer","Male","High_School;University",23,"USA",44,TRUE,FALSE,TRUE,TRUE,FALSE,3,60300,"I think it is the way lines 87 thru 89 (especially) are handled considering the input string contains potential release characters. I think it leads pos to be increased too rapidly.    Real tough one.","","",3287,49,1,18,54,1,1,310,2,126,630,6,5,3288,FALSE,"variable","","3288;3290",2,2,TRUE,"HIT08_54",0.678505656428569,4,0.656745645551679,TRUE
"1149",748,"Tue 2015 Jul 07 16:34:10.302","MICROTASK","96CE1c7G35-1:591ga-7E0E9-88_3","HIT08_54","921cI-9g6E9-75","128","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'Locale; substring; substring; substring'  at line  124 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,3,3,1857587,"There is an issue because there is not enough information to do 6 strings there is only up to 5. So that would give you this error. ",1.44e+12,"java; python","Hobbyist","Female","Web",15,"USA",31,FALSE,TRUE,TRUE,TRUE,TRUE,4,1076290,"","","",124,78,2,36,124.5395383,1,1,957,27,513,2833.587283,33,25,124,FALSE,"method invocation","","124",1,1,FALSE,"HIT04_7",1.14407742243869,5,0.494740420578696,FALSE
"1154",752,"Tue 2015 Jul 07 16:35:31.437","MICROTASK","96CE1c7G35-1:591ga-7E0E9-88_3","HIT08_54","921cI-9g6E9-75","120","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  113 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,3,3,81135,"There is an issue because there is not enough information to do 6 strings there is only up to 5. So that would give you this error. There is not a 4 or 1 either.",1.44e+12,"java; python","Hobbyist","Female","Web",15,"USA",31,FALSE,TRUE,TRUE,TRUE,TRUE,4,1076290,"","","",113,25,1,18,50.5323886,1,1,957,27,513,2833.587283,33,25,113,FALSE,"method invocation","","113",1,1,FALSE,"HIT04_7",1.14407742243869,5,0.494740420578696,FALSE
"1156",753,"Tue 2015 Jul 07 16:35:45.174","MICROTASK","96CE1c7G35-1:591ga-7E0E9-88_3","HIT08_54","921cI-9g6E9-75","112","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'ch1' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,3,3,13737,"There is an issue because there is not enough information to do 6 strings there is only up to 5. So that would give you this error. ",1.44e+12,"java; python","Hobbyist","Female","Web",15,"USA",31,FALSE,TRUE,TRUE,TRUE,TRUE,4,1076290,"","","",103,25,1,14,39.30296891,1,1,957,27,513,2833.587283,33,25,103,FALSE,"variable","","103;104",2,2,FALSE,"HIT04_7",1.14407742243869,5,0.494740420578696,FALSE
"1166",762,"Tue 2015 Jul 07 16:47:15.078","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT07_33","760gA-5G-9C-2-76","102","FOR_LOOP","Is there any issue with the For-loop between lines 909 and 911 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,3,1892900,"The for-loop looks correct; it doesn t seem to be the cause.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",909,74,2,42,150.568425,3,2,284,8,146,686.2641988,11,9,909,TRUE,"loop","910","909;910",2,3,FALSE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"1175",770,"Tue 2015 Jul 07 16:56:11.914","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT07_33","760gA-5G-9C-2-76","99","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 905 and 907 that might be related to the failure?","I_DO_NOT_KNOW",3,0,4,536836,"The conditional clause looks fine; but I m not very familiar with EMPTY_CLASS_ARRAY so I don t know if it s causing an issue or not.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",905,68,4,34,112.9455552,3,2,284,8,146,686.2641988,11,9,905,FALSE,"conditional","","905;906",2,3,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"1186",780,"Tue 2015 Jul 07 17:09:38.095","MICROTASK","270ie-2C-4c-550:97ai0I-8C871_3","HIT04_7","711gE8i-5c9-20","59","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd; getPeriod; getDataItem'  at line  301 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,3,449828,"using minMiddleMindex there ... ? whoops! maybe if the variable names were less insane and verbose (and the methods less verbose) then they would more easily catch errors like that.",1.44e+12,"c++","Professional_Developer","Male","High_School;University;Other_as_long_as_i_can_remember_honestly",20,"USA",25,TRUE,TRUE,TRUE,TRUE,TRUE,5,192214,"i don't like people who are responsible for code like this...","","",301,73,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,301,TRUE,"method invocation","301","301",1,1,TRUE,"HIT01_8",0.880821906012702,4,0.515899646960858,TRUE
"1189",782,"Tue 2015 Jul 07 17:10:55.597","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT07_33","754Ec-7e5G8-78","97","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'array' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,1,189976,"the template isn t expecting a null pointer - but that s what is being passed in! ",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",902,50,1,14,39.30296891,1,1,284,8,146,686.2641988,11,9,902,TRUE,"variable","910","903;905;908;909;910",5,5,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1191",783,"Tue 2015 Jul 07 17:11:25.675","MICROTASK","270ie-2C-4c-550:97ai0I-8C871_3","HIT04_7","711gE8i-5c9-20","46","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getStart; getPeriod; getDataItem'  at line  274 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,3,107580,"nope ... i believe it looks fine to me.",1.44e+12,"c++","Professional_Developer","Male","High_School;University;Other_as_long_as_i_can_remember_honestly",20,"USA",25,TRUE,TRUE,TRUE,TRUE,TRUE,5,192214,"i don't like people who are responsible for code like this...","","",274,81,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,274,FALSE,"method invocation","","274",1,1,TRUE,"HIT01_8",0.880821906012702,4,0.515899646960858,TRUE
"1194",785,"Tue 2015 Jul 07 17:11:53.262","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT07_33","754Ec-7e5G8-78","102","FOR_LOOP","Is there any issue with the For-loop between lines 909 and 911 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,5,1,57665,"the getClass() method cannot read from null!",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",909,74,2,42,150.568425,3,2,284,8,146,686.2641988,11,9,909,TRUE,"loop","910","909;910",2,3,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1197",787,"Tue 2015 Jul 07 17:12:39.619","MICROTASK","270ie-2C-4c-550:97ai0I-8C871_3","HIT04_7","711gE8i-5c9-20","33","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'period' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,73944,"nope; although the fact there s a TimePeriod called period and TimePeriodValue going on could definitely screw some people up; no doubt.",1.44e+12,"c++","Professional_Developer","Male","High_School;University;Other_as_long_as_i_can_remember_honestly",20,"USA",25,TRUE,TRUE,TRUE,TRUE,TRUE,5,192214,"i don't like people who are responsible for code like this...","","",256,57,1,11,33,1,1,1537,19,900,4853.085681,78,52,256,FALSE,"variable","","256;258;259",2,3,TRUE,"HIT01_8",0.880821906012702,4,0.515899646960858,TRUE
"1200",789,"Tue 2015 Jul 07 17:12:42.472","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT07_33","754Ec-7e5G8-78","99","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 905 and 907 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,49210,"the code will work fine in this clause; because the array length is 3",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",905,68,4,34,112.9455552,3,2,284,8,146,686.2641988,11,9,905,FALSE,"conditional","","905;906",2,3,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1206",793,"Tue 2015 Jul 07 17:15:11.050","MICROTASK","75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5_3","HIT03_6","223GE-9I-6a92-9","18","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 76 and 78 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,2,227078,"I don t see any problem with the syntax.",1.44e+12,"PHP","Professional_Developer","Female","University",9,"india",33,TRUE,TRUE,TRUE,TRUE,FALSE,4,62204,"thanks","","",76,85,3,32,101.4376,3,2,657,10,340,1991.713538,23,16,76,FALSE,"conditional","","76;77",2,3,TRUE,"HIT06_51",0.228482860744953,3,0.559417574162076,TRUE
"1214",799,"Tue 2015 Jul 07 17:18:57.240","MICROTASK","75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5_3","HIT03_6","223GE-9I-6a92-9","29","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'write'  at line  88 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,3,3,226190,"The output command should not have any problem outputting the character array(c).",1.44e+12,"PHP","Professional_Developer","Female","University",9,"india",33,TRUE,TRUE,TRUE,TRUE,FALSE,4,62204,"thanks","","",88,13,1,19,38,1,1,657,10,340,1991.713538,23,16,88,FALSE,"method invocation","","88",1,1,TRUE,"HIT06_51",0.228482860744953,3,0.559417574162076,TRUE
"1219",803,"Tue 2015 Jul 07 17:20:42.662","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT06_51","339cC2A0a-78-9","93","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'add; toString'  at line  258 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,930551,"There are no issues at line 258; it is formatted and coded correctly.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",258,59,1,20,63.39850003,1,1,516,9,262,1541.252479,28,18,254,FALSE,"method invocation","","258",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"1223",805,"Tue 2015 Jul 07 17:22:47.710","MICROTASK","75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5_3","HIT03_6","223GE-9I-6a92-9","23","WHILE_LOOP","Is there any issue with the While-loop between lines 84 and 97 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,4,2,230470,"On line 95; there is a space between pos and += which I feel is the wrong syntax. Instead; it should be pos+=. I suspect this threw an exception.",1.44e+12,"PHP","Professional_Developer","Female","University",9,"india",33,TRUE,TRUE,TRUE,TRUE,FALSE,4,62204,"thanks","","",84,427,5,239,1312.55289,14,9,657,10,340,1991.713538,23,16,95,TRUE,"loop","95","84;85;86;87;88;89;90;94;95",9,9,TRUE,"HIT06_51",0.228482860744953,3,0.559417574162076,TRUE
"1232",811,"Tue 2015 Jul 07 17:25:06.903","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT06_51","338Ca5A6E5-41","88","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 251 and 256 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,5,624091,"The Math.abs function is taking away the negative symbol; but the line is terminated by the semi-colon.",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",251,104,3,67,284.6111434,6,4,516,9,262,1541.252479,28,18,247,FALSE,"conditional","","251;252;253;254",4,7,FALSE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1236",813,"Tue 2015 Jul 07 17:25:56.056","MICROTASK","92ea8E5i07-8:77cc-5c0G32-4_3","HIT07_33","752Gc-2E9A20-8","104","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getClass'  at line  910 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,4,681990,"a null check should be included here. Check if array[i] is null. Check its not null then execute line 910.",1.44e+12,"Java; C","Graduate_Student","Male","High_School;University",6,"USA",25,TRUE,TRUE,TRUE,FALSE,TRUE,4,429298,"The two values are not equal which resulted in the assertion failure. ","HIT04_7","TOO_DIFFICULT",910,33,1,20,51.69925001,1,1,284,8,146,686.2641988,11,9,910,TRUE,"method invocation","910","910",1,1,TRUE,"HIT08_54",1.14407742243869,5,0.655381134005695,TRUE
"1238",814,"Tue 2015 Jul 07 17:26:25.712","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT06_51","338Ca5A6E5-41","82","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 241 and 245 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,78809,"The x variable is not less than Zero",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",241,37,3,26,86.37013047,5,2,516,9,262,1541.252479,28,18,241,FALSE,"conditional","","241;243",2,5,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1248",823,"Tue 2015 Jul 07 17:29:43.219","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT06_51","338Ca5A6E5-41","94","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'toString'  at line  258 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,197507,"The toString methods are specific to the primitives that are being called; and in each case; the results are properly formatted as a string. ",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",258,59,1,20,63.39850003,1,1,516,9,262,1541.252479,28,18,254,FALSE,"method invocation","","258",1,1,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1253",827,"Tue 2015 Jul 07 17:34:03.431","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT05_35","81ca0c6I5-5-7","78","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'copyArrayGrow1'  at line  3290 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,5,1,140682,"an array of strings is not equal to a class of string",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",3290,49,1,22,61.76180829,1,1,310,2,126,630,6,5,3290,FALSE,"method invocation","","3290",1,1,FALSE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1258",830,"Tue 2015 Jul 07 17:35:23.063","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT05_35","81ca0c6I5-5-7","75","IF_CONDITIONAL","Is there any issue with the conditional clause at line 3288 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,5,1,79632,"The ternary operation ends up with a class type of string[]",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,FALSE,"conditional","","3288",1,1,FALSE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
"1260",831,"Tue 2015 Jul 07 17:36:27.911","MICROTASK","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT05_35","81ca0c6I5-5-7","72","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'type' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,5,1,64848,"the template ends up with the class being type of string and the result is string[]",1.44e+12,"C#; C++","Professional_Developer","Male","High_School;University;Web",25,"United States of America",42,FALSE,TRUE,FALSE,TRUE,TRUE,3,143537,"","","",3288,105,1,38,136.228575,1,1,310,2,126,630,6,5,3288,TRUE,"variable","3288;3290","3288;3290",2,2,TRUE,"HIT03_6",1.14407742243869,5,0.636798737595291,TRUE
