% 1. Title: Consent file from Experiment TWO
%
% 2. Sources:
%      (a) Creator: Christian Medeiros Adriano
%      (b) Date of Experiment: July, 2015
%      (c) Paper draft = https://arxiv.org/abs/1612.03015
%
@RELATION Task

@ATTRIBUTE time_stamp STRING
@ATTRIBUTE event  {CONSENT,SURVEY,SKILLTEST,FEEDBACK}
@ATTRIBUTE worker_id  STRING
@ATTRIBUTE file_name STRING
@ATTRIBUTE consent_date NUMERIC
@ATTRIBUTE language STRING
@ATTRIBUTE profession String
@ATTRIBUTE gender {Female,Male,Prefer_not_to_tell,Other}
@ATTRIBUTE learned STRING
@ATTRIBUTE years_programming NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE age NUMERIC
@ATTRIBUTE test1 {0,1}
@ATTRIBUTE test2 {0,1}
@ATTRIBUTE test3 {0,1}
@ATTRIBUTE test4 {0,1}
@ATTRIBUTE test5 {0,1}
@ATTRIBUTE qualification_score NUMERIC
@ATTRIBUTE test_duration NUMERIC
@ATTRIBUTE feedback STRING
@ATTRIBUTE quit_reason STRING

@DATA
Tue 2015 Jul 07 21:02:03.975,FEEDBACK,358ig-7C7C5-1-2:10EI0c-3A0-3-9_3,HIT06_51,,,,,,,,,,,,,,,,"I thought this was interesting.",
Tue 2015 Jul 07 21:02:04.765,CONSENT,507II9a9i-38-6_3,HIT05_35,1.436317324765E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:07:09.542,CONSENT,508Ie-4g5I2-2-6_3,HIT08_54,1.436317335071E12,"C++","Undergraduate_Student",Female,"High_School;University;Web;Other_had_a_book_on_BASIC_when_I_was_a_kid",20,"USA",29,0,1,0,1,1,3,294471.0,,
Fri 2015 Jul 10 16:03:00.317,CONSENT,509ag3C6G-120_3,HIT08_54,1.436317351921E12,"JavaScript","Professional_Developer",Male,"University;Web",10,"United States",27,1,0,1,1,1,4,362303.0,"This was alright; but the content felt contrived. That's okay; though.",
Tue 2015 Jul 07 21:02:49.441,CONSENT,510Ec0E-4g2-65_3,HIT08_54,1.436317369441E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:06:39.151,CONSENT,511Ee6A0g1-3-2_3,HIT07_33,1.436317472277E12,"Cold Fusion; Javascript (not Java)/JQuery; HTML CSS","Professional_Developer",Female,"Web",20,"USA",31,1,1,0,1,1,4,126874.0,,
Tue 2015 Jul 07 21:07:11.586,SURVEY,496ag1C-2I-8-6-6_3,HIT06_51,,"c","Graduate_Student",Male,"High_School;University",9,"india",27,,,,,,,,,
Tue 2015 Jul 07 21:07:24.535,CONSENT,512Ic7I3a-3-9-8_3,HIT08_54,1.436317644535E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:07:47.795,FEEDBACK,28Gc-2i-9C-18-2:442cA-6G6i-749_3,HIT06_51,,,,,,,,,,,,,,,,"",
Tue 2015 Jul 07 21:35:21.503,CONSENT,513EI6i2E44-6_3,HIT08_54,1.436317730283E12,"java","Hobbyist",Male,"High_School;University",5,"usa",27,1,0,1,1,1,4,639477.0,"I have not programmed for a few years. If need be I can study a little to bring it back. I hope that my answers were correct. I would have liked to crank some of this code through a compiler but that is probably the point.",
Tue 2015 Jul 07 21:09:36.961,CONSENT,514GI-5G-5A190_3,HIT06_51,1.436317776961E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:13:20.789,FEEDBACK,434Ci3a0c-1-68_3,HIT08_54,1.436312142367E12,,,,,,,,,,,,,,,"After I saw the second question I wished I could go back and look at the first question again ...",
Tue 2015 Jul 07 21:19:45.991,CONSENT,515IG1e8A-9-36_3,HIT07_33,1.436318011329E12,"C/C++ and some python and java","Hobbyist",Male,"University;Other_Taught_myself_the_basics_as_a_kid",33,"USA",47,1,1,1,1,1,5,374662.0,,
Tue 2015 Jul 07 21:25:04.521,FEEDBACK,447Ic-4a0e0-7-3_3,HIT04_7,1.436313258545E12,,,,,,,,,,,,,,,"That one was rough",
Tue 2015 Jul 07 21:14:57.969,FEEDBACK,505GE3G-6a90-4:757ia0c-2i-4-17_3,HIT07_33,1.436317198446E12,,,,,,,,,,,,,,,"Great HIT!",
Wed 2015 Jul 08 21:33:05.518,CONSENT,516eI-1a3E900_3,HIT08_54,1.436318081559E12,"JavaScript; PHP","Other Development Manager; former developer",Male,"Web",20,"USA",44,1,1,0,1,1,4,1973599.0,"This is fun.  I haven't written/read any Java in a while.  It's nice to stretch my brain.",
Tue 2015 Jul 07 21:17:49.406,FEEDBACK,423Ee5A0E5-93_3,HIT08_54,1.436311212648E12,,,,,,,,,,,,,,,"",
Tue 2015 Jul 07 21:16:12.079,CONSENT,517ic-5a-3c-20-2_3,HIT07_33,1.436318123629E12,"English","Undergraduate_Student",Male,"University",0,"United states",22,,,,,,,,,
Tue 2015 Jul 07 21:30:00.027,CONSENT,518Ig-7a-6e-98-7_3,HIT08_54,1.436318311595E12,"java","Professional_Developer",Male,"University",3,"India",27,0,1,0,0,0,1,688432.0,,
Tue 2015 Jul 07 21:19:19.118,FEEDBACK,505GE3G-6a90-4:757ia0c-2i-4-17_3,HIT06_51,1.436317198446E12,,,,,,,,,,,,,,,"Great HIT!",
Tue 2015 Jul 07 22:12:53.775,CONSENT,519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4_3,HIT06_51,1.436318325412E12,"Java; C","Professional_Developer",Female,"University",5,"USA",30,1,1,0,1,1,4,1289050.0,"Great questions; creating some ambiguity and very interesting questions",
Fri 2015 Jul 10 22:59:16.675,CONSENT,97ci7A-6e537:520EG-8e-4a-42-5_3,HIT08_54,1.436318358556E12,,,,,,,,,,,,,,,"",
Tue 2015 Jul 07 21:21:52.753,CONSENT,521ca-6a2a-943_3,HIT06_51,1.436318399949E12,"php","Hobbyist",Female,"Web",1,"USA",35,0,0,0,1,0,1,112804.0,,
Tue 2015 Jul 07 21:21:21.603,FEEDBACK,434Ci3a0c-1-68_3,HIT07_33,,,,,,,,,,,,,,,,"I can't think of anything else to add here.",
Tue 2015 Jul 07 21:21:25.503,FEEDBACK,3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843_3,HIT07_33,,,,,,,,,,,,,,,,"some feedback on my answers would be helpful. I'm not sure if you want me doing other HITS if I'm getting these wrong.",
Tue 2015 Jul 07 21:27:35.258,CONSENT,522gE-7C5c-9-67_3,HIT06_51,1.436318494226E12,"Java; Python","Hobbyist",Male,"Web",2,"United States of America",31,0,0,0,1,0,1,278053.0,,
Tue 2015 Jul 07 22:33:43.562,CONSENT,523cc5g7e-1-58_3,HIT08_54,1.436318495965E12,"Java","Other Operator",Male,"University",1,"United States",30,0,0,0,0,0,0,379780.0,,
Tue 2015 Jul 07 21:26:31.798,CONSENT,524Gg-6I-6c-40-7_3,HIT04_7,1.43631849796E12,"Java","Graduate_Student",Male,"High_School;University;Web",8,"United States",25,0,0,0,0,0,0,254051.0,,
Tue 2015 Jul 07 21:22:16.360,FEEDBACK,505GE3G-6a90-4:757ia0c-2i-4-17_3,HIT05_35,,,,,,,,,,,,,,,,"Great HIT!",
Tue 2015 Jul 07 21:24:37.588,CONSENT,525GI7A3A680_3,HIT08_54,1.436318677588E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:26:59.666,CONSENT,526Gi-4a0G-15-4_3,HIT08_54,1.43631877259E12,"java","Graduate_Student",Female,"-",01,"India",26,,,,,,,,,
Tue 2015 Jul 07 21:49:51.051,CONSENT,527ei-7g-8c1-70_3,HIT08_54,1.436318793831E12,"R","Graduate_Student",Male,"University",3,"USA",23,1,1,1,1,1,5,859380.0,"Better instruction as to 'difficulty' might be useful. 2nd and 3rd questions were easier than the first but I had already marked the 1st as the easiest possible.",
Tue 2015 Jul 07 21:26:43.617,SURVEY,524Gg-6I-6c-40-7_3,HIT08_54,,"Java","Graduate_Student",Male,"High_School;University;Web",8,"United States",25,,,,,,,,,
Tue 2015 Jul 07 21:27:24.035,CONSENT,528AG9I0E-612_3,HIT04_7,1.436318844034E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:39:12.737,CONSENT,529EI4e7C696_3,HIT08_54,1.436318846092E12,"Java","Professional_Developer",Male,"High_School;University;Web",8,"United States of America",29,0,1,0,1,1,3,143292.0,"You need to make up your mind on whether there's one or two underscores.",
Tue 2015 Jul 07 21:30:50.808,CONSENT,530AA8i5a03-9_3,HIT08_54,1.436318864262E12,"BASIC","Professional_Developer",Female,"University;Web",3,"US",29,,,,,,,,,
Tue 2015 Jul 07 21:28:04.156,SURVEY,522gE-7C5c-9-67_3,HIT05_35,,"Java; Python","Hobbyist",Male,"Web",2,"United States of America",31,,,,,,,,,
Tue 2015 Jul 07 21:28:20.505,CONSENT,531Ga0G1C4-58_3,HIT08_54,1.436318900505E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:34:19.329,CONSENT,532iI4C2G-8-35_3,HIT08_54,1.436318929316E12,"java","Graduate_Student",Female,"University",01,"India",26,1,1,1,1,1,5,186961.0,"",
Tue 2015 Jul 07 21:28:52.386,CONSENT,533IE7e-3a-4-7-7_3,HIT08_54,1.436318932386E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:29:00.083,CONSENT,534Gi-3i4e-3-32_3,HIT08_54,1.436318940083E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:35:16.866,FEEDBACK,447Ic-4a0e0-7-3_3,HIT06_51,1.436313258545E12,,,,,,,,,,,,,,,"Easier one",
Tue 2015 Jul 07 21:34:18.603,CONSENT,535cI-5A-2I2-70_3,HIT05_35,1.4363191033E12,"Java","Professional_Developer",Female,"University;Web",4,"India",36,0,0,0,0,1,1,155303.0,,
Tue 2015 Jul 07 21:33:37.171,CONSENT,536eA8G-7E-4-6-6_3,HIT08_54,1.436319183201E12,"java","Professional_Developer",Male,"University",4,"India",29,,,,,,,,,
Tue 2015 Jul 07 21:36:03.310,FEEDBACK,398iA0G-4E1-78_3,HIT08_54,1.436309864468E12,,,,,,,,,,,,,,,"N/A",
Wed 2015 Jul 08 10:24:12.560,CONSENT,537Cg0e-7E-5-68_3,HIT08_54,1.436319220031E12,"C","Other Retired",Female,"University",30,"USA",62,,,,,,,,,
Tue 2015 Jul 07 21:35:08.312,FEEDBACK,423Ee5A0E5-93_3,HIT06_51,,,,,,,,,,,,,,,,"I think you might have mixed up the files or something as the test code did not point to anything in the lower code section.",
Tue 2015 Jul 07 21:40:57.598,SURVEY,97ci7A-6e537:520EG-8e-4a-42-5_3,HIT07_33,1.436318358556E12,"java","Graduate_Student",Female,"University",01,"India",26,1,1,1,1,1,5,1163333.0,"",
Tue 2015 Jul 07 21:37:33.553,CONSENT,538AE-6E6c-43-6_3,HIT08_54,1.436319453553E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:42:33.415,CONSENT,539Gc9i-5C7-23_3,HIT05_35,1.43631948737E12,"Java","Hobbyist",Female,"University",4,"USA",34,0,1,1,1,0,3,266045.0,,
Tue 2015 Jul 07 21:40:04.131,CONSENT,540Ii8e8i-3-68_3,HIT08_54,1.436319545537E12,"java","Graduate_Student",Male,"University",1,"USA",24,0,0,0,1,0,1,58594.0,,
Tue 2015 Jul 07 21:39:34.864,FEEDBACK,398iA0G-4E1-78_3,HIT05_35,,,,,,,,,,,,,,,,"N/A",
Tue 2015 Jul 07 21:41:17.203,FEEDBACK,447Ic-4a0e0-7-3_3,HIT07_33,1.436313258545E12,,,,,,,,,,,,,,,"Medium difficultly",
Tue 2015 Jul 07 21:48:38.226,CONSENT,541cA4G-8a-1-40_3,HIT08_54,1.436319636298E12,"Java","Professional_Developer",Male,"University",2,"INDIA",29,0,1,0,0,0,1,481928.0,,
Tue 2015 Jul 07 21:42:32.040,CONSENT,542ce5g8I7-1-5_3,HIT08_54,1.436319681515E12,"none","Hobbyist",Male,"Other_nowhere",0,"usa",24,0,0,0,0,0,0,70525.0,,
Tue 2015 Jul 07 21:45:43.243,FEEDBACK,97ci7A-6e537:520EG-8e-4a-42-5_3,HIT06_51,1.436318358556E12,,,,,,,,,,,,,,,"",
Tue 2015 Jul 07 21:42:58.423,CONSENT,543ca0G-9E4-20_3,HIT07_33,1.436319778423E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:49:49.126,CONSENT,544cg-9e1A107_3,HIT08_54,1.43631990165E12,"english","Undergraduate_Student",Female,"University",21,"usa",21,0,1,0,0,0,1,287476.0,,
Tue 2015 Jul 07 22:01:56.468,CONSENT,545gg-4G7e00-1_3,HIT05_35,1.4363199156E12,"JavaScript","Hobbyist",Male,"High_School;University;Web",30,"USA",45,0,1,0,1,1,3,230071.0,"I need to learn more about Java.",
Tue 2015 Jul 07 21:50:50.273,CONSENT,546eC-1e0A-91-8_3,HIT08_54,1.436320178084E12,"Visual C","Professional_Developer",Male,"High_School",6,"USA",24,1,1,0,0,0,2,72189.0,,
Tue 2015 Jul 07 21:51:57.827,FEEDBACK,513EI6i2E44-6_3,HIT07_33,1.436317730283E12,,,,,,,,,,,,,,,"I would like to know what the problem actually was. I would also like to play with some of this code in a compiler; but I think that might be against the spirit of the test.",
Tue 2015 Jul 07 21:51:40.924,CONSENT,547gI1C-4g119_3,HIT08_54,1.436320300924E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:56:42.986,CONSENT,548gA3a-1i-34-8_3,HIT08_54,1.436320309554E12,"hdml","Undergraduate_Student",Female,"High_School;University;Web",1,"United States",25,0,0,1,0,0,1,293432.0,,
Tue 2015 Jul 07 22:15:28.324,CONSENT,549ac9g0C-33-7_3,HIT08_54,1.436320347892E12,"java","Professional_Developer",Male,"University",2,"INDIA",29,0,1,0,0,0,1,196907.0,,
Tue 2015 Jul 07 21:53:27.079,CONSENT,550ie-8E-1a-450_3,HIT07_33,1.436320407079E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 21:54:19.186,CONSENT,551CC-4G6I07-3_3,HIT05_35,1.436320429676E12,"java","Graduate_Student",Male,"University",1,"India",29,,,,,,,,,
Tue 2015 Jul 07 21:55:54.746,CONSENT,552CI9a6E-900_3,HIT08_54,1.436320554746E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 22:14:52.335,CONSENT,553Ic-5c-3E0-81_3,HIT08_54,1.436320613325E12,"Java","Professional_Developer",Male,"High_School;University;Web",4,"United States of America",23,1,0,1,1,1,4,305806.0,"It was a well made test. I would change my reason on number two to be the same as number 3 when I took the test.",
Tue 2015 Jul 07 22:04:06.726,CONSENT,554aI-8A8G8-19_3,HIT08_54,1.436320789318E12,"C; C++ and Java","Graduate_Student",Male,"University",15,"USA",42,0,0,0,0,0,0,257408.0,,
Tue 2015 Jul 07 23:14:33.306,CONSENT,555aC0a8e4-8-3:535CE8A-5e-95-2_3,HIT05_35,1.436320800007E12,"java","Graduate_Student",Female,"University",1,"USA",25,0,1,0,1,1,3,812317.0,"My strong suit is not casting in java. I am admittedly very bad at casting and mainly rely on programs such as 'Eclipse' to help me identify errors and debug; so this task was difficult for me.",
Tue 2015 Jul 07 22:10:38.594,CONSENT,556ce9C0G5-9-7_3,HIT08_54,1.436320875488E12,"JAVA","Undergraduate_Student",Male,"High_School;University;Web",2,"United States",19,1,1,0,1,1,4,347796.0,,
Tue 2015 Jul 07 22:08:13.946,CONSENT,557gC-9i-4A-9-9-3_3,HIT06_51,1.436321071132E12,"JAVA","Undergraduate_Student",Female,"High_School;University;Web",3,"INDIA",22,0,0,0,0,1,1,222814.0,,
Tue 2015 Jul 07 22:10:26.916,CONSENT,558CC6E9A0-3-9_3,HIT08_54,1.43632124995E12,"C","Undergraduate_Student",Male,"University",2,"USA",23,0,1,0,1,0,2,176966.0,,
Tue 2015 Jul 07 22:13:19.200,CONSENT,559ca2I9c-49-5_3,HIT08_54,1.43632144246E12,"R","Graduate_Student",Male,"University;Web",1,"US",24,0,1,0,0,1,2,156740.0,,
Tue 2015 Jul 07 22:16:28.995,CONSENT,560Ac2i-1e-3-44_3,HIT05_35,1.436321453607E12,"English","Undergraduate_Student",Male,"High_School",2,"United States",28,0,1,0,0,0,1,335388.0,,
Tue 2015 Jul 07 22:12:30.802,CONSENT,561ii4G9I9-58_3,HIT05_35,1.436321550802E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 23:29:32.370,CONSENT,562ag5I-9E-7-5-6_3,HIT08_54,1.436321551493E12,"Java","Other Professor",Male,"University",30,"US",52,1,1,1,1,1,5,631177.0,"Interesting Java questions. I enjoyed exploring them.",
Tue 2015 Jul 07 22:19:55.824,CONSENT,563Gg1C-2e3-9-9_3,HIT08_54,1.436321574769E12,"SQL","Professional_Developer",Male,"University;Web",6,"India",31,0,0,0,1,0,1,421054.0,,
Tue 2015 Jul 07 22:18:33.824,CONSENT,564Ei6C1E01-4_3,HIT07_33,1.436321581049E12,"MATLAB","Hobbyist",Male,"University;Web",6,"USA",32,0,1,0,0,1,2,332775.0,,
Tue 2015 Jul 07 22:16:52.153,CONSENT,565Ag1e1E5-67_3,HIT08_54,1.436321615867E12,"C#","Professional_Developer",Female,"University",3,"india",26,1,0,1,1,1,4,196286.0,,
Tue 2015 Jul 07 22:15:38.202,CONSENT,566cc-2E4E-71-2_3,HIT08_54,1.436321709409E12,"spss","Graduate_Student",Female,"High_School",2,"usa",31,,,,,,,,,
Tue 2015 Jul 07 22:15:52.928,SURVEY,549ac9g0C-33-7_3,HIT07_33,,"java","Professional_Developer",Female,"University",2,"INDIA",29,,,,,,,,,
Tue 2015 Jul 07 22:16:39.599,FEEDBACK,513EI6i2E44-6_3,HIT06_51,,,,,,,,,,,,,,,,"I was not able to figure this one out",
Tue 2015 Jul 07 22:57:55.956,CONSENT,567ce1I8G342_3,HIT08_54,1.436321845347E12,"HTML","Hobbyist",Female,"High_School",2,"USA",25,,,,,,,,,
Tue 2015 Jul 07 22:18:06.715,CONSENT,568Ae-1e0c077_3,HIT08_54,1.436321886715E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 22:24:54.831,CONSENT,569gI-7a-9c17-2_3,HIT08_54,1.436322107946E12,"None","Other Self employed",Female,"Other_No_experience_",0,"United States",35,0,0,0,1,1,2,186885.0,,
Tue 2015 Jul 07 22:25:14.071,FEEDBACK,484Ec-5E-6C52-2_3,HIT05_35,1.436315625564E12,,,,,,,,,,,,,,,"This one was a bit more challenging as it's not obvious at first glance that empty Object array is not cast-able to any other type of array.",
Tue 2015 Jul 07 22:23:25.638,CONSENT,570ei5I9g6-56_3,HIT08_54,1.436322188117E12,"java","Hobbyist",Male,"Web",3,"usa",29,,,,,,,,,
Tue 2015 Jul 07 22:25:18.922,CONSENT,571AC2A-9G-73-4_3,HIT08_54,1.436322195143E12,"c++","Undergraduate_Student",Prefer_not_to_tell,"University;Web",3,"usa",23,0,1,0,1,1,3,123779.0,,
Tue 2015 Jul 07 22:30:15.463,SURVEY,201aa7E-7i-945_3,HIT07_33,,"SQL","Hobbyist",Female,"Other_Worked_with_SQL_to_create_analytic_reports_as_part_of_my_job_duties_with_Oracle",3,"USA",34,0,0,0,0,0,0,2.3091868E7,,
Tue 2015 Jul 07 22:31:10.534,CONSENT,572ag0G8G-763_3,HIT08_54,1.436322351679E12,"HTML","Hobbyist",Female,"High_School",2,"USA",25,0,0,0,1,0,1,318855.0,,
Tue 2015 Jul 07 22:30:05.559,CONSENT,573IC3e-3g-2-92_3,HIT07_33,1.436322423755E12,"java","Hobbyist",Female,"Web",2,"United States",33,,,,,,,,,
Tue 2015 Jul 07 22:31:00.714,CONSENT,574ie-6E-1E-10-3_3,HIT08_54,1.436322520943E12,"Java","Graduate_Student",Female,"High_School;University",5,"India",25,0,1,0,0,0,1,139771.0,,
Tue 2015 Jul 07 22:34:33.899,CONSENT,575CC8G-6G8-5-6_3,HIT08_54,1.436322651189E12,"Java","Graduate_Student",Male,"University;Web",5,"India",22,0,0,0,0,1,1,222710.0,,
Tue 2015 Jul 07 22:32:56.919,CONSENT,576ae-6i1I343_3,HIT06_51,1.436322776919E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 22:34:04.629,SURVEY,523cc5g7e-1-58_3,HIT07_33,,"Java","Other Operator",Male,"University",1,"United States",30,,,,,,,,,
Tue 2015 Jul 07 22:37:17.215,CONSENT,577ii-9a4a-4-9-2_3,HIT08_54,1.436322983258E12,"Java","Graduate_Student",Male,"University",5,"India",22,0,0,0,0,0,0,53957.0,,
Tue 2015 Jul 07 22:39:48.671,CONSENT,578ge-3a7I46-8_3,HIT08_54,1.436323173088E12,"Python","Undergraduate_Student",Female,"University",2,"uSA",20,,,,,,,,,
Tue 2015 Jul 07 22:43:30.316,CONSENT,579AC4a8C-229_3,HIT07_33,1.436323216477E12,"pascal","Other physician",Female,"High_School",1,"USA",28,0,0,1,1,0,2,193839.0,,
Tue 2015 Jul 07 22:41:32.691,CONSENT,580Ie-3i-1c68-1_3,HIT06_51,1.436323244896E12,"c","Graduate_Student",Male,"University",1,"india",22,1,1,0,0,0,2,47795.0,,
Tue 2015 Jul 07 22:42:08.091,CONSENT,581iA-4g5G211_3,HIT08_54,1.436323328091E12,,,,,,,,,,,,,,,,
Wed 2015 Jul 08 00:52:55.721,CONSENT,582GG-6a-7c31-1:310Ei-2a5i-4-17_3,HIT08_54,1.43632353048E12,"R","Other Manager",Male,"University",10,"India",53,1,1,1,1,1,5,363554.0,"Surprised that the actual lines in code where the problem occurs (I think) are not part of the questions...",
Tue 2015 Jul 07 22:52:52.562,CONSENT,583cC-9i-2c453_3,HIT08_54,1.436323648063E12,"C#","Professional_Developer",Male,"University;Web",4,"USA",25,0,1,0,1,0,2,296585.0,,
Tue 2015 Jul 07 23:17:59.222,CONSENT,584cC0A4G-821_3,HIT07_33,1.436323663015E12,"javascript","Undergraduate_Student",Male,"University;Web",1,"USA",22,1,1,1,0,1,4,1182878.0,,"TOO_DIFFICULT"
Tue 2015 Jul 07 23:37:43.769,CONSENT,585Eg7c9e716_3,HIT08_54,1.436323818376E12,"Python","Hobbyist",Female,"Web",2,"United States",25,1,1,1,1,1,5,549610.0,"I am sorry that I could not provide better responses. Thanks for being a requester on Mturk! It was certainly challenging!",
Tue 2015 Jul 07 22:55:52.627,CONSENT,586aG-7i-6a16-9_3,HIT08_54,1.436323862417E12,"html","Hobbyist",Female,"Web",1,"USA",43,0,0,0,0,0,0,290210.0,,
Tue 2015 Jul 07 22:53:15.461,SURVEY,583cC-9i-2c453_3,HIT06_51,,"C#;Python","Professional_Developer",Male,"University;Web",4,"USA",25,,,,,,,,,
Tue 2015 Jul 07 23:04:44.609,CONSENT,587EA5G-4a1-5-5_3,HIT08_54,1.436324193265E12,"HTML","Other beginner",Female,"Other_taught_myself",0,"United States",63,0,0,0,0,0,0,491344.0,,
Tue 2015 Jul 07 22:56:56.240,CONSENT,588gI6g7i-7-9-2_3,HIT05_35,1.43632421624E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 23:06:51.951,CONSENT,589GA-9C3c710_3,HIT07_33,1.436324307344E12,"PHP; Java","Hobbyist",Male,"Web",3,"usa",30,1,1,1,0,0,3,221742.0,"These last three scenarios are really hard for me. Sorry.",
Tue 2015 Jul 07 22:59:37.171,FEEDBACK,484Ec-5E-6C52-2_3,HIT06_51,,,,,,,,,,,,,,,,"Enjoying these crowd-debugging tasks. Really makes you think what sorts of unexpected shenanigans the compiler might be doing behind the scenes.",
Tue 2015 Jul 07 23:31:36.806,CONSENT,106iG8G-9I-9-80:590CG-6G-7i-71-9_3,HIT05_35,1.436324389652E12,"C++","Professional_Developer",Male,"High_School;University;Web",10,"USA",31,1,1,1,1,1,5,243735.0,"The entire problem revolved around using faulty types and then casting to the correct type. The problem is circumvented in the case where non-null parameters are passed; but the entire design would be improved by using the template types directly.",
Tue 2015 Jul 07 23:03:21.963,CONSENT,591Ea-9I6C3-4-1_3,HIT07_33,1.436324454927E12,"C; JAVA","Other Graduate",Female,"University",4,"INDIA",29,0,0,0,0,1,1,147036.0,,
Tue 2015 Jul 07 23:06:06.456,SURVEY,588gI6g7i-7-9-2_3,HIT07_33,1.43632421624E12,"java","Professional_Developer",Male,"University",2,"usa",29,0,1,0,1,0,2,419024.0,,
Tue 2015 Jul 07 23:02:42.174,CONSENT,592ea4G-4G-21-7_3,HIT08_54,1.436324562174E12,,,,,,,,,,,,,,,,
Tue 2015 Jul 07 23:17:31.345,CONSENT,593cg-2C2E662_3,HIT08_54,1.436324579912E12,"JAVA; C","Hobbyist",Male,"University",20,"USA",35,0,0,0,1,1,2,726835.0,,
Tue 2015 Jul 07 23:20:12.494,CONSENT,594eG-2e-7C12-9_3,HIT08_54,1.436324592369E12,"VB.net; MQL4","Hobbyist",Male,"High_School;University;Web",10,"India",29,0,1,0,1,1,3,348751.0,"I like this type of works.",
Tue 2015 Jul 07 23:54:38.960,CONSENT,48AI-2e-3i700:595II-6A9A7-4-4_3,HIT08_54,1.436324751024E12,"C++; Java","Undergraduate_Student",Male,"High_School;University;Web",2,"United States",19,1,1,1,1,1,5,1057489.0,"The coding portion itself seemed straightforward and easy to follow.  Overall; very interesting survey!  I am looking forward to seeing more from you guys!",
Tue 2015 Jul 07 23:06:59.003,SURVEY,588gI6g7i-7-9-2_3,HIT06_51,,"java","Professional_Developer",Male,"University",3,"usa",29,,,,,,,,,
Tue 2015 Jul 07 23:21:27.370,CONSENT,596Ce3e-6G3-30_3,HIT08_54,1.436324980471E12,"Java","Graduate_Student",Male,"University",2,"USA",32,1,0,1,1,0,3,48913.0,,
Tue 2015 Jul 07 23:10:33.804,CONSENT,597Ca0c0I76-9_3,HIT08_54,1.436325033804E12,,,,,,,,,,,,,,,,
Fri 2015 Jul 10 15:40:58.006,CONSENT,598Ia1G-5e2-45_3,HIT08_54,1.436325201024E12,"Java","Hobbyist",Female,"High_School;University",3,"United States",25,1,1,1,1,1,5,537169.0,"",
Tue 2015 Jul 07 23:16:33.237,CONSENT,599GE-7I6c0-4-6_3,HIT08_54,1.436325249796E12,"english","Hobbyist",Female,"Web",2,"united states",20,,,,,,,,,"TOO_DIFFICULT"
Tue 2015 Jul 07 23:38:01.472,CONSENT,600Ea-6C6E443_3,HIT08_54,1.436325370277E12,"C; VHDL; Python","Professional_Developer",Male,"High_School;University;Web",12,"United States",31,1,1,1,1,1,5,470171.0,"This was pretty cool. ",
Tue 2015 Jul 07 23:19:32.241,CONSENT,601iC5G3g0-3-3_3,HIT08_54,1.436325393637E12,"C++","Undergraduate_Student",Female,"University",2,"usa",20,,,,,,,,,
Tue 2015 Jul 07 23:17:49.251,SURVEY,593cg-2C2E662_3,HIT07_33,,"JAVA; C","Hobbyist",Male,"Web",15,"USA",35,,,,,,,,,
Tue 2015 Jul 07 23:42:27.707,CONSENT,602Cc9g-4i1-3-4_3,HIT08_54,1.436325536553E12,"python","Undergraduate_Student",Female,"University;Web",2,"USA",19,0,1,0,1,1,3,228664.0,"My only comment: I think the code would be easier to read if you used colors to differentiate everything. (For example; red for comments; green for strings; blue for the titles of functions; etc.)",
Tue 2015 Jul 07 23:22:36.623,CONSENT,603gE3a1C3-46_3,HIT08_54,1.436325584448E12,"java","Graduate_Student",Male,"High_School;University;Web",3,"India",31,0,1,0,1,0,2,172175.0,,
Wed 2015 Jul 08 00:31:12.890,CONSENT,604Ic-1I5i105_3,HIT08_54,1.436325594535E12,"Python","Hobbyist",Male,"University",10,"USA",41,1,1,1,1,1,5,2215256.0,"I was not completely sure what was being asked in question #2.  I may be missing something about what was being asked on this task.",
Tue 2015 Jul 07 23:30:56.759,CONSENT,605cg-2c6g-665_3,HIT08_54,1.436325627746E12,"Java","Undergraduate_Student",Male,"High_School;University;Web",2,"USA",18,0,1,0,1,1,3,174821.0,"I suspect that it has something to do with the conditionals when checking for the characters of the locale. ",
