"","time_stamp","event","worker_id","file_name","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score","test_duration","feedback","quit_reason","Obs","Exp","irt_qualification_score","irt_qualification_score.standard_error"
"789","Tue2015Jul0720:26:07.632","CONSENT","458eA4a-4i44-9_3","HIT08_54",1436314005565,"Ada; Java; C; C++; HTML; PHP; CSS; MySQL","Undergraduate_Student","Male","High_School;University;Web",9,"United States",22,"0","1","1","1","1",4,446745,"When comparing characters to characters it is important to remember that they're compared with ASCII. Symbols in ASCII have a greater value than letters.",NA,9,18.9470707103164,1.32159301787848,0.41701554642345
"790","Tue2015Jul0720:18:27.001","CONSENT","460IG-8g-9C053_3","HIT08_54",1436314055573,"html5; css; java; c","Hobbyist","Female","High_School;Web",3,"USA",23,"0","0","0","0","0",0,651428,NA,NA,271,320.219929518008,0,0.64170788576225
"791","Tue2015Jul0720:18:04.027","CONSENT","461cA-8E-8I2-5-1_3","HIT07_33",1436314177035,"C","Hobbyist","Female","High_School;University",5,"USA",24,"0","0","0","0","0",0,506992,NA,NA,271,320.219929518008,0,0.64170788576225
"792","Tue2015Jul0720:14:22.098","CONSENT","463ag0E-5E81-8_3","HIT08_54",1436314233477,"HTML","Graduate_Student","Female","Web",0,"USA",48,"0","0","0","1","0",1,228621,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"793","Tue2015Jul0720:16:17.819","CONSENT","464cg5G-7e80-3_3","HIT08_54",1436314502650,"none","Graduate_Student","Female","Web",0,"usa",31,"1","1","0","0","0",2,75169,NA,NA,24,36.1597957747839,1.06585713882005,0.396804266779271
"794","Tue2015Jul0720:36:07.046","CONSENT","467CA-3A-4i-62-9:7Ci-3c0I02-7:13ee0c8e-90-9_3","HIT07_33",1436314702577,"Python","Hobbyist","Male","High_School",6,"USA",29,"1","1","1","1","1",5,657081,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"795","Tue2015Jul0720:31:05.361","CONSENT","468Ga1a7a1-81_3","HIT08_54",1436314729358,"C++","Hobbyist","Male","University",2,"USA",31,"0","1","0","1","1",3,272964,NA,NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"796","Tue2015Jul0720:21:40.184","CONSENT","469aG-5g-4a23-8_3","HIT06_51",1436314799073,"C++","Undergraduate_Student","Female","High_School",4,"USA",23,"0","1","0","0","0",1,101111,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"797","Tue2015Jul0720:57:38.662","CONSENT","470Gc0A-7e-350_3","HIT07_33",1436314832055,"C++; PHP; JavaScript","Hobbyist","Male","Web",10,"United States",51,"1","1","1","1","1",5,731037,"Hope you have C++ programming challenges; as my Java is pretty rusty. ",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"798","Tue2015Jul0720:48:55.119","CONSENT","471gc-7A-8e4-73_3","HIT08_54",1436314889062,"6","Professional_Developer","Male","High_School;Web;Other_Books",18,"USA",35,"0","1","0","1","1",3,225423,"No feedback at this time.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"799","Tue2015Jul0720:29:02.007","CONSENT","473ge3E9I-3-17_3","HIT08_54",1436314926449,"html","Hobbyist","Male","Web;Other_Friend",1,"United States",30,"0","0","0","0","0",0,415558,NA,NA,271,320.219929518008,0,0.64170788576225
"800","Tue2015Jul0721:03:00.165","CONSENT","474ic-2g1i-23-3_3","HIT08_54",1436314978265,"PHP","Undergraduate_Student","Male","High_School;University;Web;Other_Books",20,"USA",34,"1","1","1","1","1",5,627575,"This was a fun exercise. The code snippets were formatted well and easy to read.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"801","Tue2015Jul0721:09:43.496","CONSENT","94ce-5I9a-4-3-6:477Gi5i-7I316_3","HIT08_54",1436315271065,"PHP","Hobbyist","Male","Web",14,"USA",32,"1","0","1","1","1",4,749149,"I never bothered to learn Java; and I've never needed to use locales; so the majority of my time was spent staring at the weird loop syntax in the first example until I could find my way around (no research; just getting the lay of the land) and then researching locale strings in the Javadocs for the rest of the examples to figure out what they were supposed to look like. Fun and interesting; and made me want to learn some Java. Thansk!",NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"802","Tue2015Jul0723:21:14.723","CONSENT","478CA-3g0a-1-4-2_3","HIT08_54",1436315314199,"java","Graduate_Student","Male","University",2,"USA",26,"1","0","1","1","0",3,1040281,NA,NA,31,36.5118535304554,1.32677343651316,0.417745727973314
"803","Tue2015Jul0720:32:30.587","CONSENT","479cE8A-8E3-6-8_3","HIT06_51",1436315351192,"JS","Hobbyist","Male","High_School;Web",1,"US",27,"1","0","0","1","0",2,199395,NA,NA,69,41.8797460004164,0.941097916043942,0.399673969975627
"804","Tue2015Jul0720:32:56.910","CONSENT","480ac7g0g9-3-5_3","HIT08_54",1436315438668,"n/a","Hobbyist","Female","High_School",5,"los angeles",25,"0","1","0","0","0",1,138242,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"805","Tue2015Jul0721:35:33.434","CONSENT","481cg-5C9A77-5_3","HIT08_54",1436315544197,"PHP","Professional_Developer","Female","University",9,"india",33,"0","1","0","1","1",3,445258,"Thanks.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"806","Tue2015Jul0720:36:12.086","CONSENT","482ic-2E-9E0-27_3","HIT08_54",1436315586494,"java","Hobbyist","Female","Web",6,"usa",52,"0","0","0","0","0",0,185592,NA,NA,271,320.219929518008,0,0.64170788576225
"807","Tue2015Jul0720:39:00.099","CONSENT","483gc-4e-2g-755_3","HIT08_54",1436315625295,"Swift","Undergraduate_Student","Male","University;Web",1,"United States",19,"0","1","0","1","0",2,314804,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"808","Tue2015Jul0721:07:07.651","CONSENT","484Ec-5E-6C52-2_3","HIT08_54",1436315625564,"C#; C++","Undergraduate_Student","Male","High_School",6,"United States",21,"1","1","1","1","1",5,493254,"I thought it was pretty straightforward and easy. Now in the back of my mind I'm thinking that there might've been a trick somewhere; but I couldn't spot it.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"809","Tue2015Jul0721:04:06.971","CONSENT","3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843_3","HIT08_54",1436315685403,"python","Other Engineer","Male","University;Web",6,"USA",30,"1","1","0","1","1",4,687471,"What are the right answers? ",NA,34,47.4952294559555,1.47722884367696,0.443529866174988
"810","Tue2015Jul0720:41:52.856","CONSENT","486Gg8I-4g-397_3","HIT08_54",1436315828877,"ColdFusion","Professional_Developer","Male","University",12,"USA",34,"1","0","0","1","1",3,283979,NA,NA,19,25.2181158515899,1.19530217514484,0.402952309891137
"811","Tue2015Jul0720:45:45.628","CONSENT","488CC8C9c4-37_3","HIT08_54",1436316234082,"java","Graduate_Student","Male","University;Web",2,"USA",26,"1","0","1","1","0",3,111546,NA,NA,31,36.5118535304554,1.32677343651316,0.417745727973314
"812","Tue2015Jul0720:50:29.984","CONSENT","489ee2E-3G-2-94_3","HIT08_54",1436316275791,"Javascript","Undergraduate_Student","Female","University",0.5,"United States",40,"0","1","0","0","1",2,165227,NA,NA,21,21.5347414447577,0.803219479615133,0.413300904422626
"813","Tue2015Jul0723:26:29.518","CONSENT","490Ae3C-5I-6-75_3","HIT08_54",1436316367772,"HTML; Ruby on Rails; JS; a little bit of Java","Professional_Developer","Female","University;Other_On_the_job",10,"United States",40,"0","1","0","1","1",3,653143,"My background is in the physical sciences and I'm a self-taught programmer; so I tend to doubt my coding skills when tested. A 'debrief' page would be helpful for this Mechanical Turk task -- I'm interested in knowing if I got it right or not. As for your app: I've worked mostly on small 2 or 3 person teams; so not having a working copy of the code to debug was frustrating. Otherwise; the layout seemed pretty good to me.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"814","Tue2015Jul0720:54:35.597","CONSENT","492ic5i-1E-1-77_3","HIT05_35",1436316492457,"C#; python; php; c++","Graduate_Student","Male","University;Web",13,"United States",28,"0","1","0","1","0",2,383140,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"815","Tue2015Jul0720:52:12.003","CONSENT","493AI0A-1A00-5_3","HIT07_33",1436316517468,"none","Hobbyist","Female","University;Web",0,"USA",31,"0","1","0","0","0",1,214535,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"816","Tue2015Jul0720:55:14.205","CONSENT","494Ci7C-9G-62-8_3","HIT08_54",1436316600226,"php/html","Hobbyist","Female","Web",3,"USA",34,"0","0","0","1","0",1,313979,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"817","Tue2015Jul0721:06:25.187","CONSENT","496ag1C-2I-8-6-6_3","HIT08_54",1436316740034,"c","Professional_Developer","Male","University",9,"india",27,"0","0","0","0","0",0,365636,NA,NA,271,320.219929518008,0,0.64170788576225
"818","Tue2015Jul0722:06:38.202","CONSENT","498ce-2a7G1-27_3","HIT08_54",1436316913658,"C","Undergraduate_Student","Male","University",3,"United States of America",27,"1","1","1","0","1",4,798147,"I felt like the question was worded a bit odd. After reading the whole code and re-reading the question I felt more comfortable with the task.",NA,82,83.554634405252,1.84701350156545,0.534110571891259
"819","Tue2015Jul0721:00:43.178","CONSENT","500ae5C-5G313_3","HIT05_35",1436316984424,"java","Graduate_Student","Female","High_School",1,"US",24,"0","1","0","1","0",2,258754,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"820","Tue2015Jul0721:01:49.734","CONSENT","501GC-3c3I-466_3","HIT08_54",1436316985373,"html","Hobbyist","Male","University",6,"usa",47,"0","0","0","0","1",1,324361,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"821","Tue2015Jul0720:59:08.650","CONSENT","502Ea0i-9I735_3","HIT08_54",1436317006730,"SQL; Visual Basic","Professional_Developer","Male","Other_Self_taught",13,"USA",42,"0","1","0","1","0",2,141920,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"822","Tue2015Jul0721:01:13.285","CONSENT","504gI-8A9E188_3","HIT04_7",1436317062215,"english","Hobbyist","Female","High_School",0,"United States",33,"0","0","0","0","0",0,211069,NA,NA,271,320.219929518008,0,0.64170788576225
"823","Tue2015Jul0721:09:25.752","CONSENT","505GE3G-6a90-4:757ia0c-2i-4-17_3","HIT08_54",1436317198446,"Python","Hobbyist","Male","Web",3,"Usa",30,"1","0","1","1","1",4,290643,"Great HIT!",NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"824","Tue2015Jul0721:07:09.542","CONSENT","508Ie-4g5I2-2-6_3","HIT08_54",1436317335071,"C++","Undergraduate_Student","Female","High_School;University;Web;Other_had_a_book_on_BASIC_when_I_was_a_kid",20,"USA",29,"0","1","0","1","1",3,294471,NA,NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"825","Fri2015Jul1016:03:00.317","CONSENT","509ag3C6G-120_3","HIT08_54",1436317351921,"JavaScript","Professional_Developer","Male","University;Web",10,"United States",27,"1","0","1","1","1",4,362303,"This was alright; but the content felt contrived. That's okay; though.",NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"826","Tue2015Jul0721:06:39.151","CONSENT","511Ee6A0g1-3-2_3","HIT07_33",1436317472277,"Cold Fusion; Javascript (not Java)/JQuery; HTML CSS","Professional_Developer","Female","Web",20,"USA",31,"1","1","0","1","1",4,126874,NA,NA,34,47.4952294559555,1.47722884367696,0.443529866174988
"827","Tue2015Jul0721:35:21.503","CONSENT","513EI6i2E44-6_3","HIT08_54",1436317730283,"java","Hobbyist","Male","High_School;University",5,"usa",27,"1","0","1","1","1",4,639477,"I have not programmed for a few years. If need be I can study a little to bring it back. I hope that my answers were correct. I would have liked to crank some of this code through a compiler but that is probably the point.",NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"828","Tue2015Jul0721:19:45.991","CONSENT","515IG1e8A-9-36_3","HIT07_33",1436318011329,"C/C++ and some python and java","Hobbyist","Male","University;Other_Taught_myself_the_basics_as_a_kid",33,"USA",47,"1","1","1","1","1",5,374662,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"829","Wed2015Jul0821:33:05.518","CONSENT","516eI-1a3E900_3","HIT08_54",1436318081559,"JavaScript; PHP","Other Development Manager; former developer","Male","Web",20,"USA",44,"1","1","0","1","1",4,1973599,"This is fun.  I haven't written/read any Java in a while.  It's nice to stretch my brain.",NA,34,47.4952294559555,1.47722884367696,0.443529866174988
"830","Tue2015Jul0721:30:00.027","CONSENT","518Ig-7a-6e-98-7_3","HIT08_54",1436318311595,"java","Professional_Developer","Male","University",3,"India",27,"0","1","0","0","0",1,688432,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"831","Tue2015Jul0722:12:53.775","CONSENT","519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4_3","HIT06_51",1436318325412,"Java; C","Professional_Developer","Female","University",5,"USA",30,"1","1","0","1","1",4,1289050,"Great questions; creating some ambiguity and very interesting questions",NA,34,47.4952294559555,1.47722884367696,0.443529866174988
"832","Tue2015Jul0721:21:52.753","CONSENT","521ca-6a2a-943_3","HIT06_51",1436318399949,"php","Hobbyist","Female","Web",1,"USA",35,"0","0","0","1","0",1,112804,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"833","Tue2015Jul0721:27:35.258","CONSENT","522gE-7C5c-9-67_3","HIT06_51",1436318494226,"Java; Python","Hobbyist","Male","Web",2,"United States of America",31,"0","0","0","1","0",1,278053,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"834","Tue2015Jul0722:33:43.562","CONSENT","523cc5g7e-1-58_3","HIT08_54",1436318495965,"Java","Other Operator","Male","University",1,"United States",30,"0","0","0","0","0",0,379780,NA,NA,271,320.219929518008,0,0.64170788576225
"835","Tue2015Jul0721:26:31.798","CONSENT","524Gg-6I-6c-40-7_3","HIT04_7",1436318497960,"Java","Graduate_Student","Male","High_School;University;Web",8,"United States",25,"0","0","0","0","0",0,254051,NA,NA,271,320.219929518008,0,0.64170788576225
"836","Tue2015Jul0721:49:51.051","CONSENT","527ei-7g-8c1-70_3","HIT08_54",1436318793831,"R","Graduate_Student","Male","University",3,"USA",23,"1","1","1","1","1",5,859380,"Better instruction as to 'difficulty' might be useful. 2nd and 3rd questions were easier than the first but I had already marked the 1st as the easiest possible.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"837","Tue2015Jul0721:39:12.737","CONSENT","529EI4e7C696_3","HIT08_54",1436318846092,"Java","Professional_Developer","Male","High_School;University;Web",8,"United States of America",29,"0","1","0","1","1",3,143292,"You need to make up your mind on whether there's one or two underscores.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"838","Tue2015Jul0721:34:19.329","CONSENT","532iI4C2G-8-35_3","HIT08_54",1436318929316,"java","Graduate_Student","Female","University",1,"India",26,"1","1","1","1","1",5,186961,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"839","Tue2015Jul0721:34:18.603","CONSENT","535cI-5A-2I2-70_3","HIT05_35",1436319103300,"Java","Professional_Developer","Female","University;Web",4,"India",36,"0","0","0","0","1",1,155303,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"840","Tue2015Jul0721:40:57.598","SURVEY","97ci7A-6e537:520EG-8e-4a-42-5_3","HIT07_33",1436318358556,"java","Graduate_Student","Female","University",1,"India",26,"1","1","1","1","1",5,1163333,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
"841","Tue2015Jul0721:42:33.415","CONSENT","539Gc9i-5C7-23_3","HIT05_35",1436319487370,"Java","Hobbyist","Female","University",4,"USA",34,"0","1","1","1","0",3,266045,NA,NA,7,24.9543335880249,1.06022942348209,0.396742910944041
"842","Tue2015Jul0721:40:04.131","CONSENT","540Ii8e8i-3-68_3","HIT08_54",1436319545537,"java","Graduate_Student","Male","University",1,"USA",24,"0","0","0","1","0",1,58594,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"843","Tue2015Jul0721:48:38.226","CONSENT","541cA4G-8a-1-40_3","HIT08_54",1436319636298,"Java","Professional_Developer","Male","University",2,"INDIA",29,"0","1","0","0","0",1,481928,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"844","Tue2015Jul0721:42:32.040","CONSENT","542ce5g8I7-1-5_3","HIT08_54",1436319681515,"none","Hobbyist","Male","Other_nowhere",0,"usa",24,"0","0","0","0","0",0,70525,NA,NA,271,320.219929518008,0,0.64170788576225
"845","Tue2015Jul0721:49:49.126","CONSENT","544cg-9e1A107_3","HIT08_54",1436319901650,"english","Undergraduate_Student","Female","University",21,"usa",21,"0","1","0","0","0",1,287476,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"846","Tue2015Jul0722:01:56.468","CONSENT","545gg-4G7e00-1_3","HIT05_35",1436319915600,"JavaScript","Hobbyist","Male","High_School;University;Web",30,"USA",45,"0","1","0","1","1",3,230071,"I need to learn more about Java.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"847","Tue2015Jul0721:50:50.273","CONSENT","546eC-1e0A-91-8_3","HIT08_54",1436320178084,"Visual C","Professional_Developer","Male","High_School",6,"USA",24,"1","1","0","0","0",2,72189,NA,NA,24,36.1597957747839,1.06585713882005,0.396804266779271
"848","Tue2015Jul0721:56:42.986","CONSENT","548gA3a-1i-34-8_3","HIT08_54",1436320309554,"hdml","Undergraduate_Student","Female","High_School;University;Web",1,"United States",25,"0","0","1","0","0",1,293432,NA,NA,80,31.8547186912028,0.655895334273279,0.439505351567357
"849","Tue2015Jul0722:15:28.324","CONSENT","549ac9g0C-33-7_3","HIT08_54",1436320347892,"java","Professional_Developer","Male","University",2,"INDIA",29,"0","1","0","0","0",1,196907,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"850","Tue2015Jul0722:14:52.335","CONSENT","553Ic-5c-3E0-81_3","HIT08_54",1436320613325,"Java","Professional_Developer","Male","High_School;University;Web",4,"United States of America",23,"1","0","1","1","1",4,305806,"It was a well made test. I would change my reason on number two to be the same as number 3 when I took the test.",NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"851","Tue2015Jul0722:04:06.726","CONSENT","554aI-8A8G8-19_3","HIT08_54",1436320789318,"C; C++ and Java","Graduate_Student","Male","University",15,"USA",42,"0","0","0","0","0",0,257408,NA,NA,271,320.219929518008,0,0.64170788576225
"852","Tue2015Jul0723:14:33.306","CONSENT","555aC0a8e4-8-3:535CE8A-5e-95-2_3","HIT05_35",1436320800007,"java","Graduate_Student","Female","University",1,"USA",25,"0","1","0","1","1",3,812317,"My strong suit is not casting in java. I am admittedly very bad at casting and mainly rely on programs such as 'Eclipse' to help me identify errors and debug; so this task was difficult for me.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"853","Tue2015Jul0722:10:38.594","CONSENT","556ce9C0G5-9-7_3","HIT08_54",1436320875488,"JAVA","Undergraduate_Student","Male","High_School;University;Web",2,"United States",19,"1","1","0","1","1",4,347796,NA,NA,34,47.4952294559555,1.47722884367696,0.443529866174988
"854","Tue2015Jul0722:08:13.946","CONSENT","557gC-9i-4A-9-9-3_3","HIT06_51",1436321071132,"JAVA","Undergraduate_Student","Female","High_School;University;Web",3,"INDIA",22,"0","0","0","0","1",1,222814,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"855","Tue2015Jul0722:10:26.916","CONSENT","558CC6E9A0-3-9_3","HIT08_54",1436321249950,"C","Undergraduate_Student","Male","University",2,"USA",23,"0","1","0","1","0",2,176966,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"856","Tue2015Jul0722:13:19.200","CONSENT","559ca2I9c-49-5_3","HIT08_54",1436321442460,"R","Graduate_Student","Male","University;Web",1,"US",24,"0","1","0","0","1",2,156740,NA,NA,21,21.5347414447577,0.803219479615133,0.413300904422626
"857","Tue2015Jul0722:16:28.995","CONSENT","560Ac2i-1e-3-44_3","HIT05_35",1436321453607,"English","Undergraduate_Student","Male","High_School",2,"United States",28,"0","1","0","0","0",1,335388,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"858","Tue2015Jul0723:29:32.370","CONSENT","562ag5I-9E-7-5-6_3","HIT08_54",1436321551493,"Java","Other Professor","Male","University",30,"US",52,"1","1","1","1","1",5,631177,"Interesting Java questions. I enjoyed exploring them.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"859","Tue2015Jul0722:19:55.824","CONSENT","563Gg1C-2e3-9-9_3","HIT08_54",1436321574769,"SQL","Professional_Developer","Male","University;Web",6,"India",31,"0","0","0","1","0",1,421054,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"860","Tue2015Jul0722:18:33.824","CONSENT","564Ei6C1E01-4_3","HIT07_33",1436321581049,"MATLAB","Hobbyist","Male","University;Web",6,"USA",32,"0","1","0","0","1",2,332775,NA,NA,21,21.5347414447577,0.803219479615133,0.413300904422626
"861","Tue2015Jul0722:16:52.153","CONSENT","565Ag1e1E5-67_3","HIT08_54",1436321615867,"C#","Professional_Developer","Female","University",3,"india",26,"1","0","1","1","1",4,196286,NA,NA,37,48.4708177855312,1.64469725198131,0.480823443443963
"862","Tue2015Jul0722:24:54.831","CONSENT","569gI-7a-9c17-2_3","HIT08_54",1436322107946,"None","Other Self employed","Female","Other_No_experience_",0,"United States",35,"0","0","0","1","1",2,186885,NA,NA,34,32.191094180145,0.660729865587491,0.438468690242387
"863","Tue2015Jul0722:25:18.922","CONSENT","571AC2A-9G-73-4_3","HIT08_54",1436322195143,"c++","Undergraduate_Student","Prefer_not_to_tell","University;Web",3,"usa",23,"0","1","0","1","1",3,123779,NA,NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"864","Tue2015Jul0722:30:15.463","SURVEY","201aa7E-7i-945_3","HIT07_33",NA,"SQL","Hobbyist","Female","Other_Worked_with_SQL_to_create_analytic_reports_as_part_of_my_job_duties_with_Oracle",3,"USA",34,"0","0","0","0","0",0,23091868,NA,NA,271,320.219929518008,0,0.64170788576225
"865","Tue2015Jul0722:31:10.534","CONSENT","572ag0G8G-763_3","HIT08_54",1436322351679,"HTML","Hobbyist","Female","High_School",2,"USA",25,"0","0","0","1","0",1,318855,NA,NA,159,164.244765272243,0.283253001320962,0.545834144014281
"866","Tue2015Jul0722:31:00.714","CONSENT","574ie-6E-1E-10-3_3","HIT08_54",1436322520943,"Java","Graduate_Student","Female","High_School;University",5,"India",25,"0","1","0","0","0",1,139771,NA,NA,91,79.1622650165717,0.490009859511696,0.481294462706184
"867","Tue2015Jul0722:34:33.899","CONSENT","575CC8G-6G8-5-6_3","HIT08_54",1436322651189,"Java","Graduate_Student","Male","University;Web",5,"India",22,"0","0","0","0","1",1,222710,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"868","Tue2015Jul0722:37:17.215","CONSENT","577ii-9a4a-4-9-2_3","HIT08_54",1436322983258,"Java","Graduate_Student","Male","University",5,"India",22,"0","0","0","0","0",0,53957,NA,NA,271,320.219929518008,0,0.64170788576225
"869","Tue2015Jul0722:43:30.316","CONSENT","579AC4a8C-229_3","HIT07_33",1436323216477,"pascal","Other physician","Female","High_School",1,"USA",28,"0","0","1","1","0",2,193839,NA,NA,19,28.4242188306045,0.802192356708647,0.413443164109273
"870","Tue2015Jul0722:41:32.691","CONSENT","580Ie-3i-1c68-1_3","HIT06_51",1436323244896,"c","Graduate_Student","Male","University",1,"india",22,"1","1","0","0","0",2,47795,NA,NA,24,36.1597957747839,1.06585713882005,0.396804266779271
"871","Wed2015Jul0800:52:55.721","CONSENT","582GG-6a-7c31-1:310Ei-2a5i-4-17_3","HIT08_54",1436323530480,"R","Other Manager","Male","University",10,"India",53,"1","1","1","1","1",5,363554,"Surprised that the actual lines in code where the problem occurs (I think) are not part of the questions...",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"872","Tue2015Jul0722:52:52.562","CONSENT","583cC-9i-2c453_3","HIT08_54",1436323648063,"C#","Professional_Developer","Male","University;Web",4,"USA",25,"0","1","0","1","0",2,296585,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"873","Tue2015Jul0723:17:59.222","CONSENT","584cC0A4G-821_3","HIT07_33",1436323663015,"javascript","Undergraduate_Student","Male","University;Web",1,"USA",22,"1","1","1","0","1",4,1182878,NA,"TOO_DIFFICULT",82,83.554634405252,1.84701350156545,0.534110571891259
"874","Tue2015Jul0723:37:43.769","CONSENT","585Eg7c9e716_3","HIT08_54",1436323818376,"Python","Hobbyist","Female","Web",2,"United States",25,"1","1","1","1","1",5,549610,"I am sorry that I could not provide better responses. Thanks for being a requester on Mturk! It was certainly challenging!",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"875","Tue2015Jul0722:55:52.627","CONSENT","586aG-7i-6a16-9_3","HIT08_54",1436323862417,"html","Hobbyist","Female","Web",1,"USA",43,"0","0","0","0","0",0,290210,NA,NA,271,320.219929518008,0,0.64170788576225
"876","Tue2015Jul0723:04:44.609","CONSENT","587EA5G-4a1-5-5_3","HIT08_54",1436324193265,"HTML","Other beginner","Female","Other_taught_myself",0,"United States",63,"0","0","0","0","0",0,491344,NA,NA,271,320.219929518008,0,0.64170788576225
"877","Tue2015Jul0723:06:51.951","CONSENT","589GA-9C3c710_3","HIT07_33",1436324307344,"PHP; Java","Hobbyist","Male","Web",3,"usa",30,"1","1","1","0","0",3,221742,"These last three scenarios are really hard for me. Sorry.",NA,58,45.8556476206555,1.47230454365533,0.44255741781143
"878","Tue2015Jul0723:31:36.806","CONSENT","106iG8G-9I-9-80:590CG-6G-7i-71-9_3","HIT05_35",1436324389652,"C++","Professional_Developer","Male","High_School;University;Web",10,"USA",31,"1","1","1","1","1",5,243735,"The entire problem revolved around using faulty types and then casting to the correct type. The problem is circumvented in the case where non-null parameters are passed; but the entire design would be improved by using the template types directly.",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"879","Tue2015Jul0723:03:21.963","CONSENT","591Ea-9I6C3-4-1_3","HIT07_33",1436324454927,"C; JAVA","Other Graduate","Female","University",4,"INDIA",29,"0","0","0","0","1",1,147036,NA,NA,56,41.9500376556003,0.490904920256747,0.481040148485908
"880","Tue2015Jul0723:06:06.456","SURVEY","588gI6g7i-7-9-2_3","HIT07_33",1436324216240,"java","Professional_Developer","Male","University",2,"usa",29,"0","1","0","1","0",2,419024,NA,NA,90,60.6977851420413,0.659986338615415,0.438627388040411
"881","Tue2015Jul0723:17:31.345","CONSENT","593cg-2C2E662_3","HIT08_54",1436324579912,"JAVA; C","Hobbyist","Male","University",20,"USA",35,"0","0","0","1","1",2,726835,NA,NA,34,32.191094180145,0.660729865587491,0.438468690242387
"882","Tue2015Jul0723:20:12.494","CONSENT","594eG-2e-7C12-9_3","HIT08_54",1436324592369,"VB.net; MQL4","Hobbyist","Male","High_School;University;Web",10,"India",29,"0","1","0","1","1",3,348751,"I like this type of works.",NA,51,22.0329810248658,0.936344292346508,0.399960824511498
"883","Tue2015Jul0723:54:38.960","CONSENT","48AI-2e-3i700:595II-6A9A7-4-4_3","HIT08_54",1436324751024,"C++; Java","Undergraduate_Student","Male","High_School;University;Web",2,"United States",19,"1","1","1","1","1",5,1057489,"The coding portion itself seemed straightforward and easy to follow.  Overall; very interesting survey!  I am looking forward to seeing more from you guys!",NA,289,242.373478663306,2.11026901799144,0.610196140661512
"884","Tue2015Jul0723:21:27.370","CONSENT","596Ce3e-6G3-30_3","HIT08_54",1436324980471,"Java","Graduate_Student","Male","University",2,"USA",32,"1","0","1","1","0",3,48913,NA,NA,31,36.5118535304554,1.32677343651316,0.417745727973314
"885","Fri2015Jul1015:40:58.006","CONSENT","598Ia1G-5e2-45_3","HIT08_54",1436325201024,"Java","Hobbyist","Female","High_School;University",3,"United States",25,"1","1","1","1","1",5,537169,NA,NA,289,242.373478663306,2.11026901799144,0.610196140661512
